,Model,Model_Name,Train_Test,MAPE,RMSE,R2,Adj. R2,Features_used
0,ElasticNet(alpha=0.0008),ElasticNet,TRAIN,0.006654873988946002,0.11063679914574193,0.9209654155082044,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,ElasticNet(alpha=0.0008),ElasticNet,TEST,0.006772592848526159,0.11494935371238138,0.9023685086763105,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"StackingCVRegressor(meta_regressor=RandomForestRegressor(max_depth=18,
                                                         max_features=60,
                                                         n_estimators=900,
                                                         random_state=123),
                    regressors=(Ridge(alpha=8), ElasticNet(alpha=0.0008),
                                RandomForestRegressor(max_depth=18,
                                                      max_features=60,
                                                      n_estimators=900,
                                                      random_state=123)),
                    use_features_in_secondary=True)",StackingCVRegressor,TRAIN,0.0032493540766115425,0.0582368665231242,0.9781015201516198,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"StackingCVRegressor(meta_regressor=RandomForestRegressor(max_depth=18,
                                                         max_features=60,
                                                         n_estimators=900,
                                                         random_state=123),
                    regressors=(Ridge(alpha=8), ElasticNet(alpha=0.0008),
                                RandomForestRegressor(max_depth=18,
                                                      max_features=60,
                                                      n_estimators=900,
                                                      random_state=123)),
                    use_features_in_secondary=True)",StackingCVRegressor,TEST,0.006341345669609892,0.1111898331249816,0.9086503237755026,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,Ridge(alpha=11),Ridge,TRAIN,0.008246226584342918,0.13866453964753256,0.8758494072179097,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,Ridge(alpha=11),Ridge,TEST,0.007888199125870146,0.13332612985556164,0.8686568580863693,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,ElasticNet(alpha=0.001),ElasticNet,TRAIN,0.008228389535913047,0.1386041833813565,0.8759574613094983,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,ElasticNet(alpha=0.001),ElasticNet,TEST,0.00788362668861718,0.1330771783637167,0.8691468977152575,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=4,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=650, n_jobs=0, num_parallel_tree=1, random_state=123,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TRAIN,0.004737335270919249,0.07602388770070286,0.9626820207709591,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=4,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=650, n_jobs=0, num_parallel_tree=1, random_state=123,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST,0.00778486381751808,0.1301361624104553,0.874866714702591,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"RandomForestRegressor(max_depth=14, max_features=10, n_estimators=700,
                      random_state=123)",RandomForestRegressor,TRAIN,0.003266272869112534,0.05467346632719154,0.9806993832224301,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"RandomForestRegressor(max_depth=14, max_features=10, n_estimators=700,
                      random_state=123)",RandomForestRegressor,TEST,0.007576633467104107,0.1319491923519633,0.8713557651824835,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"RandomForestRegressor(max_depth=14, max_features=12, n_estimators=600,
                      random_state=123)",RandomForestRegressor,TRAIN,0.003240226281789697,0.054448717492626364,0.980857737013955,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"RandomForestRegressor(max_depth=14, max_features=12, n_estimators=600,
                      random_state=123)",RandomForestRegressor,TEST,0.0075593064335951875,0.1319177300932414,0.8714171063030574,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"StackingCVRegressor(meta_regressor=XGBRegressor(base_score=None, booster=None,
                                                colsample_bylevel=None,
                                                colsample_bynode=None,
                                                colsample_bytree=None,
                                                gamma=None, gpu_id=None,
                                                importance_type='gain',
                                                interaction_constraints=None,
                                                learning_rate=0.02,
                                                max_delta_step=None,
                                                max_depth=4,
                                                min_child_weight=None,
                                                missing=nan,
                                                monotone_constraints=None,
                                                n_estimators=650, n_jobs=0,
                                                num_parallel_tree=None,
                                                random_state=1234,
                                                reg_alpha=None, reg_lambda=None,
                                                scale_pos_weight=None,
                                                subsample=None,
                                                tree_method=None,
                                                validate_parameters=None,
                                                verbosity=None),
                    regressors=(Ridge(alpha=11), ElasticNet(alpha=0.001),
                                RandomForestRegressor(max_depth=14,
                                                      max_features=12,
                                                      n_estimators=600,
                                                      random_state=1234)),
                    use_features_in_secondary=True)",StackingCVRegressor,TRAIN,0.003837644012057647,0.06204117419814595,0.9751470476811345,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
0,"StackingCVRegressor(meta_regressor=XGBRegressor(base_score=None, booster=None,
                                                colsample_bylevel=None,
                                                colsample_bynode=None,
                                                colsample_bytree=None,
                                                gamma=None, gpu_id=None,
                                                importance_type='gain',
                                                interaction_constraints=None,
                                                learning_rate=0.02,
                                                max_delta_step=None,
                                                max_depth=4,
                                                min_child_weight=None,
                                                missing=nan,
                                                monotone_constraints=None,
                                                n_estimators=650, n_jobs=0,
                                                num_parallel_tree=None,
                                                random_state=1234,
                                                reg_alpha=None, reg_lambda=None,
                                                scale_pos_weight=None,
                                                subsample=None,
                                                tree_method=None,
                                                validate_parameters=None,
                                                verbosity=None),
                    regressors=(Ridge(alpha=11), ElasticNet(alpha=0.001),
                                RandomForestRegressor(max_depth=14,
                                                      max_features=12,
                                                      n_estimators=600,
                                                      random_state=1234)),
                    use_features_in_secondary=True)",StackingCVRegressor,TEST,0.007610901645317545,0.1332610671261711,0.8687850168832958,NA,"Index(['LotArea', 'MasVnrArea', 'BsmtFinSF1', 'BsmtUnfSF', 'TotalBsmtSF',
       '2ndFlrSF', 'GrLivArea', 'GarageArea', 'WoodDeckSF', 'OpenPorchSF',
       ...
       'TotRmsAbvGrd_2', 'TotRmsAbvGrd_3', 'TotRmsAbvGrd_4', 'TotRmsAbvGrd_5',
       'TotRmsAbvGrd_6', 'TotRmsAbvGrd_7', 'TotRmsAbvGrd_8', 'TotRmsAbvGrd_9',
       'CentralAir_Y', 'ln_SalePrice'],
      dtype='object', length=149)"
